,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Total,1031631.0,3873.0,1612.0,18434.0,2795.0,196622.0,13327.0,12237.0,2208.0,2811.0,103047.0,26134.0,1430.0,6764.0,2428.0,38373.0,8359.0,4679.0,4980.0,5243.0,4454.0,1497.0,24971.0,31392.0,17494.0,12999.0,1583.0,6635.0,503.0,4384.0,10343.0,2466.0,50790.0,3714.0,149505.0,17487.0,1144.0,13948.0,4646.0,7791.0,25032.0,3106.0,3798.0,3924.0,1521.0,8573.0,95557.0,108.0,1559.0,5932.0,877.0,28227.0,23060.0,779.0,6049.0,427.0
Africa,107241.0,519.0,118.0,1517.0,129.0,7150.0,2471.0,1093.0,497.0,996.0,2614.0,4925.0,,54.0,187.0,3563.0,1237.0,957.0,687.0,941.0,406.0,547.0,7786.0,5631.0,1376.0,5115.0,111.0,1167.0,64.0,744.0,870.0,300.0,5158.0,154.0,12557.0,2805.0,339.0,3686.0,527.0,796.0,4139.0,,864.0,341.0,546.0,1847.0,9513.0,8.0,8.0,514.0,142.0,5429.0,3160.0,124.0,768.0,34.0
Asia,429599.0,1784.0,910.0,6225.0,1077.0,107825.0,5003.0,3941.0,857.0,633.0,13243.0,10911.0,1409.0,5967.0,1003.0,16756.0,4317.0,2238.0,2197.0,2642.0,2016.0,544.0,9926.0,11205.0,11315.0,5327.0,734.0,3303.0,187.0,1924.0,4094.0,1310.0,19828.0,820.0,63423.0,7619.0,568.0,6825.0,1981.0,3604.0,12004.0,144.0,707.0,1503.0,715.0,3956.0,32341.0,67.0,694.0,2090.0,476.0,13748.0,12347.0,382.0,2773.0,161.0
Europe,81671.0,330.0,186.0,967.0,180.0,11121.0,1086.0,1952.0,156.0,409.0,7160.0,1794.0,9.0,243.0,206.0,6751.0,614.0,259.0,255.0,308.0,318.0,180.0,1555.0,3300.0,2117.0,739.0,124.0,583.0,94.0,120.0,757.0,276.0,4352.0,202.0,14497.0,1453.0,85.0,1481.0,255.0,854.0,2723.0,114.0,256.0,561.0,75.0,556.0,3834.0,14.0,24.0,440.0,126.0,1945.0,2853.0,93.0,660.0,69.0
North America,327771.0,995.0,272.0,9166.0,1315.0,63037.0,4140.0,3180.0,578.0,563.0,57795.0,6207.0,,223.0,932.0,9771.0,1880.0,1089.0,1664.0,1164.0,1393.0,178.0,4068.0,8157.0,2247.0,1359.0,519.0,1254.0,110.0,1486.0,4095.0,363.0,13493.0,2404.0,43678.0,4153.0,126.0,1354.0,1618.0,2247.0,4911.0,2396.0,1564.0,1021.0,158.0,1775.0,45127.0,,794.0,1821.0,83.0,4271.0,3823.0,104.0,1500.0,137.0
Oceania,4742.0,7.0,37.0,83.0,9.0,1732.0,128.0,46.0,6.0,19.0,175.0,53.0,,170.0,15.0,98.0,19.0,15.0,18.0,14.0,13.0,17.0,52.0,79.0,58.0,35.0,7.0,55.0,8.0,11.0,67.0,16.0,90.0,14.0,414.0,55.0,3.0,53.0,18.0,108.0,62.0,,12.0,21.0,7.0,46.0,226.0,,7.0,147.0,6.0,78.0,266.0,8.0,27.0,4.0
South America,79401.0,232.0,88.0,460.0,79.0,5620.0,488.0,2016.0,114.0,188.0,21974.0,2219.0,3.0,102.0,82.0,1301.0,269.0,117.0,156.0,157.0,276.0,31.0,1546.0,3004.0,350.0,416.0,82.0,259.0,39.0,97.0,458.0,195.0,7824.0,119.0,14766.0,1348.0,23.0,501.0,243.0,178.0,1145.0,437.0,392.0,473.0,20.0,370.0,4431.0,7.0,25.0,917.0,43.0,2735.0,596.0,68.0,300.0,22.0
Afghanistan,1617.0,,0.0,35.0,,587.0,26.0,22.0,,7.0,21.0,61.0,0.0,0.0,22.0,20.0,4.0,,,7.0,13.0,5.0,20.0,14.0,20.0,9.0,0.0,23.0,0.0,5.0,15.0,0.0,39.0,3.0,172.0,15.0,,9.0,,18.0,22.0,0.0,0.0,11.0,3.0,7.0,53.0,0.0,0.0,17.0,,262.0,35.0,0.0,4.0,0.0
Albania,3364.0,0.0,8.0,25.0,5.0,47.0,,232.0,,5.0,291.0,12.0,0.0,0.0,7.0,188.0,11.0,4.0,4.0,,0.0,6.0,22.0,404.0,424.0,6.0,0.0,25.0,,0.0,11.0,11.0,200.0,,911.0,15.0,0.0,54.0,,8.0,211.0,0.0,0.0,14.0,0.0,15.0,65.0,,0.0,9.0,3.0,40.0,19.0,0.0,38.0,
Algeria,1369.0,3.0,0.0,4.0,0.0,188.0,32.0,13.0,,6.0,58.0,22.0,0.0,,0.0,90.0,12.0,4.0,24.0,3.0,25.0,,21.0,103.0,27.0,10.0,,6.0,0.0,,4.0,6.0,85.0,0.0,211.0,36.0,0.0,50.0,0.0,,145.0,0.0,5.0,4.0,0.0,,75.0,0.0,0.0,,0.0,55.0,19.0,0.0,10.0,0.0
Andorra,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,187.0,,0.0,3.0,0.0,8.0,,,0.0,0.0,11.0,4.0,0.0,0.0,0.0,,3.0,3.0,,0.0,4.0,0.0,3.0,48.0,,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,0.0,16.0,15.0,0.0,,,3.0,12.0,0.0,4.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
Anguilla,23.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua-Barbuda,337.0,,0.0,,0.0,5.0,0.0,5.0,,,54.0,13.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,3.0,5.0,,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,0.0,151.0,,0.0,3.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,,9.0,0.0,37.0,0.0,0.0,6.0,0.0,0.0,,0.0
Argentina,4359.0,9.0,7.0,26.0,9.0,523.0,37.0,73.0,3.0,16.0,1582.0,105.0,,8.0,8.0,77.0,10.0,12.0,7.0,12.0,22.0,,58.0,64.0,30.0,21.0,,22.0,6.0,8.0,34.0,,213.0,5.0,419.0,58.0,,28.0,7.0,18.0,69.0,29.0,5.0,22.0,0.0,29.0,309.0,,0.0,110.0,4.0,158.0,40.0,4.0,32.0,
Armenia,2681.0,,,5.0,,1977.0,11.0,9.0,,,44.0,8.0,0.0,,,25.0,6.0,,4.0,6.0,6.0,,19.0,60.0,18.0,4.0,0.0,6.0,0.0,,35.0,,47.0,3.0,178.0,10.0,0.0,19.0,,7.0,21.0,0.0,5.0,6.0,0.0,5.0,21.0,0.0,0.0,20.0,,18.0,58.0,0.0,0.0,0.0
Aruba,54.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2414.0,5.0,6.0,46.0,6.0,622.0,80.0,33.0,5.0,13.0,118.0,43.0,0.0,46.0,5.0,68.0,11.0,9.0,15.0,10.0,9.0,9.0,30.0,64.0,45.0,16.0,4.0,26.0,,7.0,37.0,12.0,67.0,8.0,328.0,43.0,,35.0,8.0,43.0,44.0,,6.0,16.0,5.0,29.0,147.0,0.0,,34.0,,57.0,108.0,3.0,22.0,3.0
Austria,407.0,3.0,,5.0,0.0,87.0,5.0,4.0,,5.0,35.0,19.0,0.0,4.0,,12.0,3.0,0.0,,,,0.0,12.0,19.0,8.0,4.0,,0.0,,,3.0,0.0,9.0,,61.0,4.0,0.0,6.0,0.0,3.0,14.0,,0.0,6.0,0.0,,21.0,0.0,,3.0,,14.0,18.0,,3.0,0.0
Azerbaijan,663.0,,,,,161.0,7.0,7.0,0.0,,19.0,9.0,0.0,0.0,,27.0,0.0,0.0,0.0,4.0,,,21.0,25.0,7.0,4.0,0.0,5.0,0.0,,7.0,,28.0,,139.0,7.0,,18.0,,,34.0,0.0,,0.0,0.0,6.0,60.0,0.0,0.0,6.0,,15.0,21.0,,,0.0
Bahamas,619.0,9.0,0.0,3.0,4.0,22.0,0.0,8.0,,,369.0,46.0,0.0,0.0,0.0,5.0,,,0.0,,,,5.0,8.0,4.0,,,,0.0,,0.0,0.0,7.0,0.0,35.0,20.0,0.0,,,,9.0,0.0,0.0,4.0,0.0,7.0,19.0,0.0,0.0,0.0,0.0,9.0,,0.0,,0.0
Bahrain,104.0,,0.0,0.0,0.0,14.0,,3.0,0.0,0.0,6.0,3.0,0.0,,0.0,13.0,,0.0,,0.0,0.0,0.0,,3.0,6.0,0.0,0.0,,0.0,0.0,,0.0,6.0,0.0,9.0,,0.0,,4.0,,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,,0.0,,0.0
Bangladesh,14705.0,68.0,4.0,47.0,7.0,812.0,49.0,203.0,49.0,16.0,647.0,382.0,0.0,5.0,0.0,131.0,24.0,14.0,43.0,5.0,34.0,,284.0,240.0,892.0,68.0,,41.0,0.0,4.0,53.0,9.0,1022.0,13.0,7519.0,70.0,6.0,59.0,40.0,21.0,411.0,0.0,3.0,13.0,,56.0,682.0,,6.0,4.0,,572.0,45.0,7.0,15.0,
Barbados,460.0,0.0,0.0,,0.0,8.0,,6.0,0.0,,53.0,17.0,0.0,,0.0,5.0,3.0,,,17.0,,0.0,18.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,,,15.0,,235.0,5.0,0.0,3.0,,0.0,9.0,0.0,0.0,,0.0,0.0,10.0,0.0,5.0,0.0,0.0,8.0,,,,0.0
Belarus,1659.0,,,15.0,,238.0,33.0,27.0,11.0,5.0,111.0,24.0,0.0,,,82.0,8.0,,,7.0,3.0,4.0,37.0,96.0,13.0,47.0,0.0,7.0,0.0,5.0,16.0,6.0,110.0,9.0,402.0,22.0,0.0,23.0,4.0,14.0,86.0,0.0,3.0,9.0,0.0,4.0,31.0,,0.0,6.0,3.0,44.0,65.0,0.0,18.0,
Belgium,574.0,,0.0,5.0,0.0,101.0,16.0,6.0,,9.0,49.0,21.0,3.0,,0.0,19.0,3.0,0.0,,,6.0,0.0,25.0,18.0,8.0,5.0,0.0,3.0,0.0,,8.0,,23.0,3.0,90.0,9.0,0.0,12.0,,6.0,21.0,,0.0,4.0,,3.0,46.0,0.0,0.0,,,26.0,6.0,,,0.0
Belize,847.0,,0.0,4.0,,278.0,3.0,6.0,,,76.0,9.0,0.0,0.0,,85.0,,,,,16.0,,3.0,7.0,3.0,5.0,0.0,3.0,0.0,0.0,13.0,0.0,17.0,,164.0,9.0,0.0,7.0,0.0,,8.0,0.0,0.0,3.0,,5.0,80.0,0.0,0.0,4.0,,10.0,9.0,0.0,,0.0
Benin,415.0,3.0,0.0,,5.0,13.0,21.0,3.0,0.0,3.0,4.0,14.0,0.0,0.0,0.0,66.0,20.0,4.0,,0.0,,0.0,47.0,3.0,6.0,18.0,0.0,,0.0,12.0,0.0,3.0,11.0,0.0,61.0,11.0,0.0,8.0,0.0,,22.0,0.0,0.0,,0.0,4.0,16.0,0.0,0.0,,0.0,16.0,7.0,0.0,3.0,0.0
Bermuda,85.0,4.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,8.0,3.0,0.0,3.0,0.0,0.0,10.0,0.0,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bhutan,10198.0,0.0,24.0,370.0,0.0,144.0,511.0,45.0,0.0,,69.0,618.0,0.0,0.0,128.0,302.0,8.0,43.0,73.0,247.0,,0.0,319.0,342.0,229.0,130.0,0.0,100.0,0.0,142.0,26.0,326.0,48.0,28.0,902.0,408.0,181.0,498.0,0.0,95.0,1423.0,0.0,54.0,6.0,163.0,204.0,914.0,0.0,0.0,165.0,172.0,384.0,296.0,0.0,55.0,0.0
Bolivia,1948.0,5.0,,12.0,3.0,160.0,15.0,7.0,,16.0,312.0,16.0,0.0,0.0,,28.0,4.0,,,3.0,9.0,0.0,124.0,31.0,4.0,11.0,7.0,15.0,,0.0,13.0,,71.0,,97.0,19.0,,13.0,7.0,4.0,19.0,7.0,66.0,7.0,0.0,,102.0,0.0,0.0,24.0,0.0,679.0,13.0,,5.0,
Bosnia-Herzegovina,815.0,,0.0,25.0,0.0,51.0,18.0,20.0,0.0,3.0,46.0,36.0,0.0,0.0,13.0,74.0,13.0,30.0,0.0,19.0,4.0,0.0,4.0,23.0,31.0,14.0,0.0,49.0,0.0,3.0,11.0,,14.0,0.0,75.0,7.0,4.0,20.0,0.0,13.0,41.0,,0.0,3.0,3.0,12.0,48.0,0.0,0.0,12.0,8.0,32.0,23.0,,8.0,0.0
Botswana,80.0,,0.0,4.0,0.0,4.0,,,0.0,0.0,5.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,5.0,6.0,3.0,7.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,8.0,4.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Brazil,11441.0,43.0,12.0,85.0,12.0,1162.0,82.0,405.0,10.0,33.0,2560.0,510.0,,48.0,8.0,174.0,51.0,27.0,27.0,31.0,54.0,11.0,223.0,1740.0,88.0,49.0,14.0,51.0,8.0,10.0,85.0,82.0,908.0,18.0,936.0,162.0,8.0,87.0,33.0,46.0,199.0,7.0,53.0,74.0,5.0,62.0,521.0,0.0,,160.0,10.0,228.0,166.0,12.0,41.0,6.0
British Virgin Islands,39.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,19.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
Bulgaria,2440.0,10.0,16.0,41.0,,232.0,48.0,35.0,11.0,15.0,188.0,68.0,0.0,6.0,0.0,446.0,15.0,12.0,6.0,5.0,12.0,13.0,71.0,164.0,40.0,22.0,,19.0,,4.0,110.0,9.0,78.0,4.0,241.0,40.0,,36.0,8.0,17.0,65.0,6.0,9.0,18.0,7.0,12.0,61.0,0.0,,11.0,,87.0,86.0,,20.0,6.0
Burkina Faso,558.0,4.0,0.0,,,9.0,9.0,6.0,0.0,9.0,5.0,41.0,0.0,0.0,0.0,25.0,,0.0,,,,0.0,46.0,8.0,7.0,7.0,,,0.0,10.0,0.0,0.0,35.0,,207.0,7.0,0.0,9.0,,,30.0,0.0,0.0,0.0,,0.0,37.0,0.0,0.0,0.0,0.0,12.0,5.0,3.0,11.0,0.0
Burma,17383.0,6.0,4.0,321.0,35.0,1129.0,404.0,81.0,17.0,,451.0,943.0,0.0,19.0,89.0,408.0,1413.0,614.0,347.0,432.0,75.0,4.0,520.0,186.0,501.0,844.0,5.0,237.0,,435.0,16.0,7.0,141.0,5.0,1697.0,738.0,6.0,230.0,350.0,194.0,408.0,0.0,17.0,96.0,135.0,236.0,2602.0,0.0,0.0,198.0,15.0,156.0,342.0,7.0,264.0,0.0
Burundi,535.0,0.0,0.0,30.0,0.0,29.0,8.0,,0.0,0.0,4.0,18.0,0.0,0.0,,8.0,,21.0,0.0,19.0,0.0,15.0,15.0,8.0,7.0,6.0,0.0,8.0,0.0,3.0,5.0,12.0,5.0,6.0,56.0,5.0,11.0,22.0,,6.0,24.0,0.0,6.0,3.0,10.0,20.0,105.0,0.0,0.0,3.0,,19.0,9.0,,,0.0
Cambodia,2473.0,3.0,,33.0,7.0,742.0,26.0,36.0,0.0,,75.0,45.0,0.0,,,46.0,6.0,8.0,16.0,19.0,5.0,26.0,17.0,307.0,12.0,128.0,6.0,7.0,0.0,,11.0,8.0,14.0,,40.0,35.0,3.0,45.0,4.0,33.0,122.0,0.0,29.0,11.0,,13.0,227.0,0.0,0.0,22.0,,67.0,195.0,0.0,10.0,
Cameroon,3815.0,32.0,5.0,56.0,21.0,182.0,38.0,17.0,44.0,72.0,47.0,193.0,0.0,0.0,,109.0,23.0,8.0,21.0,32.0,33.0,0.0,1218.0,165.0,58.0,131.0,3.0,22.0,,20.0,15.0,8.0,79.0,8.0,153.0,48.0,9.0,122.0,67.0,9.0,75.0,0.0,0.0,31.0,,20.0,410.0,0.0,0.0,4.0,,146.0,26.0,9.0,17.0,
Canada,12932.0,61.0,56.0,388.0,32.0,2038.0,292.0,153.0,13.0,36.0,1112.0,348.0,,103.0,59.0,360.0,152.0,61.0,54.0,55.0,61.0,73.0,194.0,386.0,520.0,185.0,24.0,116.0,54.0,44.0,162.0,67.0,407.0,36.0,1249.0,288.0,49.0,221.0,93.0,172.0,338.0,5.0,28.0,114.0,22.0,131.0,1142.0,,,159.0,43.0,223.0,821.0,15.0,91.0,21.0
Cape Verde,1684.0,0.0,0.0,0.0,0.0,,0.0,31.0,0.0,,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1272.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,8.0,0.0,12.0,,0.0,0.0,0.0,0.0,5.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0
Cayman Islands,44.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Central African Republic,116.0,0.0,0.0,7.0,0.0,,3.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,,,0.0,,0.0,,0.0,4.0,8.0,5.0,,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,6.0,0.0,5.0,,7.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,,,0.0,0.0,0.0
Chad,155.0,0.0,0.0,4.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,16.0,,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,,0.0,4.0,0.0,0.0,12.0,0.0,19.0,9.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,11.0,,19.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0
Chile,1673.0,6.0,3.0,40.0,5.0,189.0,26.0,24.0,11.0,6.0,382.0,32.0,0.0,4.0,6.0,45.0,7.0,4.0,4.0,10.0,10.0,,39.0,33.0,8.0,11.0,,4.0,,5.0,18.0,4.0,107.0,5.0,201.0,43.0,,16.0,,8.0,21.0,18.0,0.0,13.0,0.0,8.0,103.0,,0.0,82.0,,52.0,32.0,4.0,13.0,
"China, People's Republic",81784.0,299.0,49.0,676.0,169.0,22424.0,637.0,609.0,132.0,126.0,1755.0,1087.0,126.0,764.0,108.0,2324.0,537.0,247.0,300.0,299.0,349.0,82.0,1563.0,3064.0,952.0,603.0,134.0,510.0,52.0,116.0,719.0,147.0,2166.0,132.0,24956.0,1044.0,43.0,1039.0,253.0,672.0,1854.0,89.0,140.0,280.0,45.0,539.0,3203.0,3.0,65.0,273.0,69.0,1385.0,2017.0,64.0,467.0,27.0
Colombia,20931.0,73.0,22.0,116.0,21.0,1163.0,97.0,448.0,31.0,39.0,7160.0,644.0,0.0,16.0,16.0,400.0,70.0,25.0,40.0,31.0,73.0,6.0,278.0,594.0,66.0,91.0,19.0,76.0,10.0,21.0,100.0,60.0,2228.0,29.0,3069.0,445.0,9.0,106.0,66.0,36.0,323.0,164.0,182.0,211.0,,102.0,1380.0,,9.0,97.0,8.0,414.0,154.0,9.0,73.0,5.0
Comoros,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Congo, Democratic Republic",3731.0,11.0,,136.0,,108.0,213.0,54.0,4.0,5.0,26.0,171.0,0.0,,53.0,281.0,61.0,123.0,7.0,138.0,12.0,63.0,147.0,82.0,85.0,39.0,,32.0,0.0,7.0,19.0,37.0,16.0,11.0,273.0,239.0,42.0,89.0,9.0,73.0,71.0,0.0,5.0,5.0,33.0,56.0,643.0,0.0,0.0,28.0,36.0,90.0,57.0,3.0,29.0,3.0
"Congo, Republic",1461.0,3.0,,39.0,0.0,73.0,46.0,22.0,3.0,4.0,14.0,80.0,0.0,0.0,,219.0,20.0,38.0,,20.0,,10.0,65.0,27.0,24.0,12.0,0.0,16.0,0.0,12.0,5.0,9.0,12.0,8.0,116.0,140.0,3.0,33.0,5.0,15.0,23.0,0.0,0.0,,7.0,12.0,221.0,0.0,0.0,10.0,12.0,30.0,41.0,,3.0,0.0
Costa Rica,2020.0,9.0,,22.0,8.0,156.0,25.0,35.0,,4.0,374.0,58.0,0.0,3.0,4.0,29.0,8.0,,8.0,3.0,17.0,,30.0,30.0,11.0,11.0,,3.0,3.0,3.0,18.0,,456.0,3.0,189.0,129.0,0.0,25.0,3.0,15.0,50.0,10.0,3.0,37.0,5.0,25.0,107.0,0.0,0.0,6.0,0.0,42.0,26.0,0.0,7.0,
Cote d'Ivoire,1760.0,6.0,,25.0,,75.0,19.0,10.0,5.0,9.0,30.0,114.0,0.0,0.0,0.0,35.0,23.0,19.0,,14.0,5.0,0.0,150.0,49.0,16.0,41.0,,11.0,0.0,12.0,,6.0,83.0,0.0,512.0,70.0,4.0,33.0,7.0,,87.0,0.0,25.0,9.0,6.0,18.0,111.0,0.0,0.0,5.0,,61.0,30.0,3.0,11.0,0.0
Croatia,336.0,0.0,,6.0,0.0,61.0,3.0,4.0,0.0,,33.0,,0.0,,,21.0,6.0,8.0,0.0,0.0,,,7.0,5.0,6.0,,,3.0,0.0,0.0,11.0,3.0,13.0,0.0,47.0,8.0,0.0,14.0,,0.0,10.0,0.0,0.0,,0.0,7.0,19.0,0.0,0.0,,,9.0,6.0,0.0,6.0,
Cuba,32820.0,34.0,,226.0,9.0,350.0,62.0,37.0,5.0,7.0,26422.0,271.0,0.0,,,118.0,18.0,14.0,58.0,570.0,113.0,4.0,30.0,47.0,107.0,23.0,17.0,112.0,0.0,162.0,685.0,4.0,742.0,82.0,396.0,233.0,0.0,24.0,38.0,86.0,125.0,87.0,3.0,25.0,14.0,122.0,1043.0,,0.0,29.0,,162.0,72.0,,24.0,0.0
Cyprus,107.0,0.0,0.0,,0.0,10.0,,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,3.0,3.0,,,3.0,,0.0,3.0,4.0,,0.0,0.0,0.0,0.0,3.0,,0.0,,0.0,23.0,6.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,,0.0
Czech Republic,677.0,5.0,3.0,7.0,4.0,107.0,17.0,8.0,0.0,10.0,113.0,33.0,0.0,3.0,,67.0,3.0,4.0,,5.0,,0.0,6.0,18.0,8.0,0.0,,8.0,0.0,0.0,5.0,5.0,22.0,,54.0,22.0,0.0,16.0,0.0,5.0,15.0,,,7.0,,11.0,31.0,0.0,0.0,,0.0,14.0,17.0,0.0,9.0,
"Czechoslovakia, former",159.0,0.0,0.0,,0.0,19.0,3.0,0.0,0.0,0.0,29.0,4.0,0.0,,0.0,20.0,0.0,,0.0,,,0.0,4.0,5.0,3.0,0.0,3.0,,,0.0,,0.0,8.0,,19.0,,,,,3.0,3.0,0.0,0.0,,0.0,4.0,5.0,0.0,0.0,,0.0,,3.0,0.0,,
Denmark,459.0,0.0,,,,123.0,7.0,6.0,,4.0,31.0,16.0,0.0,,,12.0,4.0,0.0,3.0,,,0.0,14.0,8.0,,6.0,0.0,3.0,,0.0,,,25.0,,72.0,16.0,,5.0,0.0,3.0,8.0,0.0,,,0.0,4.0,26.0,0.0,0.0,4.0,,6.0,25.0,0.0,3.0,
Djibouti,106.0,0.0,0.0,3.0,0.0,10.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,14.0,,5.0,0.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,10.0,0.0,0.0,0.0
Dominica,125.0,0.0,0.0,,,,0.0,0.0,0.0,,15.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,33.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,41566.0,17.0,91.0,33.0,5.0,171.0,33.0,694.0,61.0,54.0,3067.0,230.0,0.0,8.0,,112.0,85.0,5.0,10.0,15.0,125.0,8.0,329.0,3502.0,107.0,41.0,22.0,29.0,5.0,12.0,52.0,175.0,6114.0,15.0,19920.0,253.0,8.0,130.0,13.0,16.0,1984.0,2133.0,1003.0,48.0,,39.0,220.0,,285.0,23.0,5.0,157.0,32.0,11.0,51.0,3.0
