,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Total,1107126.0,3877.0,1534.0,20638.0,2997.0,238444.0,12741.0,12190.0,2295.0,2652.0,133445.0,27769.0,1305.0,6572.0,2766.0,42723.0,8028.0,3696.0,5344.0,5315.0,4011.0,1617.0,27062.0,30369.0,17947.0,15832.0,1679.0,7078.0,543.0,3668.0,11768.0,2466.0,53997.0,3509.0,143679.0,15174.0,662.0,14595.0,4306.0,9028.0,23646.0,3287.0,3735.0,4241.0,773.0,8348.0,89811.0,73.0,1044.0,6087.0,771.0,30257.0,23170.0,798.0,7306.0,458.0
Africa,105915.0,332.0,68.0,1711.0,116.0,7783.0,1799.0,1004.0,445.0,870.0,2786.0,5248.0,,49.0,240.0,3156.0,1148.0,599.0,583.0,985.0,280.0,740.0,8406.0,5543.0,1673.0,7659.0,148.0,1076.0,42.0,811.0,668.0,445.0,5144.0,112.0,11020.0,2411.0,259.0,4302.0,390.0,682.0,3989.0,,939.0,358.0,281.0,2167.0,7458.0,8.0,13.0,596.0,159.0,5526.0,2857.0,92.0,707.0,22.0
Asia,383608.0,1680.0,813.0,4417.0,902.0,111555.0,3385.0,3762.0,805.0,543.0,12287.0,8762.0,1269.0,5648.0,561.0,15259.0,2968.0,1242.0,1881.0,1490.0,1705.0,389.0,9203.0,9559.0,9454.0,4776.0,768.0,2897.0,186.0,894.0,3906.0,890.0,21182.0,679.0,54350.0,5259.0,197.0,5404.0,1519.0,3284.0,9287.0,149.0,654.0,1360.0,232.0,2954.0,24506.0,36.0,205.0,1440.0,202.0,13119.0,10267.0,361.0,2968.0,138.0
Europe,119138.0,507.0,267.0,1673.0,224.0,18496.0,1779.0,2444.0,224.0,411.0,8637.0,2972.0,13.0,276.0,535.0,8830.0,1082.0,397.0,372.0,831.0,448.0,243.0,2506.0,4420.0,3323.0,1170.0,158.0,1325.0,125.0,230.0,904.0,487.0,5855.0,261.0,19528.0,1927.0,102.0,2479.0,358.0,1779.0,4349.0,125.0,306.0,859.0,81.0,868.0,4944.0,11.0,25.0,664.0,260.0,3050.0,4606.0,144.0,1155.0,93.0
North America,393253.0,1074.0,275.0,12137.0,1624.0,91278.0,5069.0,2989.0,648.0,575.0,77304.0,7943.0,,243.0,1263.0,13634.0,2386.0,1335.0,2229.0,1743.0,1227.0,197.0,4892.0,7140.0,2981.0,1599.0,495.0,1416.0,145.0,1589.0,5730.0,424.0,12473.0,2333.0,40904.0,4128.0,81.0,1658.0,1789.0,2922.0,4612.0,2395.0,1399.0,1141.0,156.0,1906.0,48349.0,,778.0,2273.0,99.0,5274.0,4581.0,141.0,2088.0,172.0
Oceania,5263.0,25.0,51.0,83.0,11.0,1900.0,120.0,66.0,10.0,25.0,170.0,96.0,14.0,193.0,42.0,116.0,38.0,17.0,34.0,23.0,18.0,9.0,62.0,90.0,59.0,52.0,5.0,57.0,14.0,6.0,79.0,10.0,108.0,10.0,391.0,63.0,5.0,55.0,24.0,110.0,80.0,,10.0,15.0,,36.0,254.0,0.0,3.0,170.0,7.0,104.0,275.0,4.0,30.0,10.0
South America,98555.0,255.0,58.0,597.0,118.0,7200.0,578.0,1910.0,162.0,223.0,32062.0,2707.0,,161.0,121.0,1651.0,391.0,105.0,240.0,232.0,310.0,39.0,1944.0,3590.0,420.0,563.0,103.0,293.0,31.0,134.0,477.0,200.0,9182.0,110.0,17332.0,1357.0,18.0,651.0,215.0,243.0,1283.0,604.0,425.0,505.0,19.0,388.0,4210.0,,18.0,941.0,44.0,3151.0,564.0,54.0,339.0,22.0
Afghanistan,2813.0,6.0,0.0,94.0,,885.0,51.0,17.0,5.0,8.0,35.0,57.0,0.0,,24.0,50.0,22.0,8.0,17.0,26.0,7.0,,60.0,35.0,19.0,19.0,0.0,90.0,0.0,33.0,20.0,,52.0,12.0,291.0,17.0,,19.0,6.0,12.0,60.0,0.0,,11.0,3.0,37.0,131.0,,0.0,24.0,,443.0,78.0,,12.0,6.0
Albania,5754.0,3.0,,36.0,6.0,58.0,15.0,378.0,7.0,13.0,464.0,13.0,0.0,0.0,6.0,337.0,11.0,5.0,0.0,7.0,,13.0,34.0,640.0,781.0,5.0,7.0,68.0,0.0,,59.0,24.0,318.0,3.0,1580.0,24.0,0.0,161.0,6.0,5.0,405.0,,9.0,19.0,,19.0,95.0,0.0,0.0,6.0,,34.0,13.0,0.0,59.0,0.0
Algeria,1037.0,4.0,,9.0,0.0,157.0,9.0,18.0,,6.0,40.0,19.0,0.0,3.0,0.0,59.0,15.0,4.0,13.0,8.0,27.0,,19.0,80.0,24.0,14.0,0.0,,,,,4.0,44.0,0.0,149.0,21.0,,44.0,,,86.0,0.0,3.0,,,4.0,64.0,0.0,0.0,,0.0,58.0,7.0,,6.0,
American Samoa,14.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0
Andorra,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,221.0,0.0,0.0,3.0,0.0,11.0,,,0.0,3.0,11.0,4.0,0.0,0.0,0.0,3.0,,0.0,,,0.0,0.0,8.0,67.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,7.0,10.0,0.0,0.0,,,4.0,,9.0,,0.0,0.0,46.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,,0.0
Anguilla,22.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua-Barbuda,444.0,,0.0,0.0,0.0,4.0,0.0,10.0,,0.0,76.0,12.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,15.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,183.0,5.0,0.0,,,0.0,15.0,,,0.0,0.0,0.0,7.0,0.0,56.0,0.0,0.0,,0.0,,0.0,0.0
Argentina,5353.0,8.0,5.0,42.0,13.0,642.0,55.0,64.0,13.0,30.0,2046.0,94.0,0.0,24.0,11.0,87.0,28.0,7.0,6.0,15.0,17.0,3.0,111.0,96.0,22.0,40.0,,21.0,,5.0,48.0,6.0,260.0,11.0,514.0,65.0,,54.0,14.0,17.0,83.0,77.0,9.0,26.0,0.0,23.0,299.0,0.0,3.0,82.0,4.0,192.0,26.0,3.0,28.0,0.0
Armenia,3586.0,,0.0,9.0,,2772.0,27.0,6.0,0.0,4.0,54.0,11.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,6.0,,,31.0,83.0,19.0,5.0,,,0.0,3.0,47.0,5.0,66.0,,181.0,5.0,0.0,29.0,7.0,13.0,20.0,0.0,6.0,4.0,0.0,5.0,46.0,0.0,0.0,9.0,0.0,27.0,36.0,,15.0,0.0
Aruba,36.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
Australia,2464.0,15.0,8.0,33.0,8.0,526.0,74.0,49.0,9.0,17.0,109.0,70.0,5.0,27.0,9.0,75.0,30.0,12.0,22.0,11.0,12.0,4.0,43.0,63.0,44.0,38.0,3.0,23.0,9.0,3.0,28.0,5.0,73.0,6.0,305.0,41.0,4.0,43.0,14.0,29.0,55.0,,7.0,10.0,,30.0,183.0,0.0,,45.0,5.0,77.0,117.0,4.0,22.0,6.0
Austria,443.0,,,7.0,0.0,82.0,9.0,5.0,0.0,3.0,38.0,11.0,0.0,3.0,,17.0,6.0,,,,,,12.0,11.0,9.0,3.0,0.0,3.0,0.0,0.0,,3.0,14.0,4.0,85.0,15.0,0.0,10.0,0.0,4.0,16.0,0.0,,4.0,0.0,4.0,20.0,0.0,,,0.0,10.0,13.0,0.0,5.0,0.0
Azerbaijan,1071.0,0.0,0.0,14.0,,333.0,10.0,4.0,,,46.0,18.0,0.0,0.0,7.0,20.0,7.0,8.0,,4.0,6.0,4.0,33.0,19.0,19.0,8.0,,11.0,0.0,6.0,9.0,,21.0,0.0,221.0,9.0,0.0,17.0,,18.0,25.0,0.0,,,0.0,,64.0,0.0,0.0,13.0,,27.0,44.0,3.0,8.0,
Bahamas,682.0,8.0,,,,5.0,,8.0,0.0,,409.0,65.0,0.0,0.0,,6.0,5.0,,0.0,0.0,4.0,0.0,16.0,7.0,11.0,,,3.0,0.0,4.0,0.0,,9.0,0.0,38.0,9.0,0.0,6.0,3.0,0.0,10.0,0.0,0.0,6.0,0.0,,20.0,0.0,,,0.0,6.0,,3.0,0.0,0.0
Bahrain,96.0,,0.0,4.0,0.0,19.0,,3.0,,0.0,,3.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,3.0,6.0,0.0,16.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Bangladesh,11753.0,41.0,6.0,59.0,23.0,736.0,14.0,190.0,29.0,17.0,537.0,340.0,0.0,4.0,7.0,166.0,29.0,6.0,34.0,24.0,20.0,6.0,255.0,172.0,495.0,64.0,11.0,36.0,0.0,17.0,34.0,5.0,784.0,6.0,5744.0,31.0,,109.0,46.0,20.0,344.0,4.0,9.0,12.0,5.0,49.0,663.0,0.0,8.0,,0.0,480.0,46.0,3.0,10.0,0.0
Barbados,585.0,0.0,0.0,,0.0,10.0,0.0,3.0,,,73.0,21.0,0.0,0.0,0.0,3.0,,,0.0,,0.0,0.0,16.0,25.0,,4.0,0.0,,0.0,0.0,,,37.0,0.0,323.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,,0.0,,18.0,0.0,,0.0,0.0,10.0,,,0.0,0.0
Belarus,2390.0,4.0,,23.0,,335.0,63.0,53.0,15.0,5.0,130.0,42.0,0.0,3.0,7.0,158.0,13.0,,4.0,4.0,3.0,,47.0,127.0,32.0,74.0,,11.0,0.0,,7.0,4.0,162.0,,479.0,46.0,0.0,43.0,,31.0,105.0,0.0,8.0,19.0,,13.0,52.0,0.0,0.0,6.0,,81.0,122.0,0.0,39.0,6.0
Belgium,642.0,6.0,0.0,7.0,,108.0,7.0,14.0,4.0,9.0,55.0,28.0,0.0,,,18.0,13.0,,,,6.0,0.0,15.0,33.0,6.0,,,0.0,0.0,3.0,,3.0,33.0,4.0,80.0,10.0,0.0,15.0,,5.0,24.0,,4.0,8.0,0.0,11.0,51.0,0.0,0.0,4.0,,17.0,15.0,0.0,6.0,0.0
Belize,1077.0,8.0,0.0,9.0,3.0,410.0,7.0,3.0,0.0,,78.0,10.0,0.0,,0.0,119.0,4.0,3.0,,5.0,6.0,0.0,7.0,5.0,6.0,,,4.0,0.0,,12.0,0.0,25.0,,183.0,12.0,,,,5.0,7.0,0.0,,,0.0,10.0,90.0,0.0,0.0,0.0,,15.0,9.0,,,0.0
Benin,317.0,0.0,0.0,4.0,0.0,6.0,5.0,3.0,0.0,,5.0,22.0,0.0,0.0,0.0,35.0,18.0,,0.0,0.0,0.0,3.0,44.0,16.0,7.0,7.0,,,0.0,18.0,3.0,0.0,9.0,0.0,30.0,9.0,,4.0,,0.0,21.0,0.0,,7.0,0.0,,5.0,0.0,0.0,,,19.0,3.0,0.0,0.0,0.0
Bermuda,92.0,3.0,0.0,,,4.0,0.0,,0.0,,12.0,5.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,7.0,9.0,,,0.0,0.0,7.0,0.0,,4.0,0.0,0.0,4.0,0.0,0.0,,0.0,10.0,,0.0,0.0,0.0
Bhutan,42.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0
Bolivia,2436.0,,,6.0,5.0,170.0,14.0,19.0,0.0,13.0,357.0,17.0,0.0,0.0,,40.0,7.0,0.0,7.0,,6.0,,200.0,50.0,10.0,12.0,,7.0,0.0,,11.0,0.0,78.0,8.0,165.0,10.0,0.0,17.0,7.0,7.0,18.0,4.0,69.0,9.0,0.0,3.0,85.0,0.0,0.0,32.0,0.0,921.0,13.0,6.0,22.0,0.0
Bosnia-Herzegovina,1491.0,4.0,,42.0,,85.0,25.0,28.0,0.0,3.0,129.0,83.0,0.0,3.0,29.0,96.0,22.0,56.0,7.0,45.0,6.0,,13.0,22.0,49.0,27.0,0.0,173.0,,9.0,21.0,15.0,29.0,,119.0,17.0,19.0,42.0,0.0,7.0,36.0,,0.0,3.0,10.0,22.0,54.0,0.0,0.0,30.0,13.0,33.0,35.0,0.0,21.0,0.0
Botswana,41.0,,0.0,0.0,0.0,4.0,,,0.0,,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Brazil,12195.0,76.0,10.0,116.0,21.0,1451.0,106.0,379.0,15.0,31.0,2783.0,457.0,0.0,78.0,17.0,196.0,70.0,17.0,62.0,28.0,47.0,8.0,198.0,2065.0,129.0,54.0,23.0,54.0,,26.0,56.0,91.0,872.0,12.0,926.0,120.0,6.0,106.0,19.0,34.0,178.0,18.0,54.0,62.0,,57.0,491.0,0.0,0.0,155.0,15.0,215.0,137.0,8.0,42.0,0.0
British Virgin Islands,53.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,,,0.0,,0.0
Brunei,18.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,2960.0,7.0,8.0,65.0,6.0,379.0,51.0,44.0,12.0,7.0,230.0,120.0,0.0,9.0,8.0,521.0,23.0,5.0,16.0,6.0,12.0,8.0,79.0,129.0,60.0,15.0,,66.0,,4.0,115.0,11.0,119.0,3.0,237.0,41.0,5.0,31.0,19.0,10.0,66.0,3.0,8.0,33.0,,12.0,92.0,0.0,0.0,14.0,5.0,111.0,102.0,0.0,27.0,
Burkina Faso,238.0,,0.0,7.0,,10.0,4.0,4.0,0.0,,3.0,6.0,0.0,0.0,0.0,5.0,,0.0,0.0,,,0.0,20.0,,,6.0,0.0,,0.0,4.0,,,24.0,,73.0,4.0,0.0,10.0,,,13.0,0.0,,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,3.0,0.0
Burma,3403.0,7.0,,50.0,,887.0,12.0,20.0,,4.0,164.0,65.0,,15.0,,63.0,225.0,6.0,10.0,16.0,0.0,4.0,258.0,37.0,73.0,166.0,3.0,10.0,,26.0,16.0,4.0,60.0,5.0,536.0,83.0,0.0,54.0,16.0,18.0,24.0,0.0,4.0,29.0,8.0,47.0,198.0,0.0,0.0,16.0,,96.0,43.0,,15.0,0.0
Burundi,255.0,0.0,0.0,35.0,0.0,14.0,,3.0,0.0,0.0,5.0,25.0,0.0,0.0,,4.0,4.0,8.0,4.0,6.0,0.0,,16.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,39.0,,0.0,7.0,,,5.0,0.0,6.0,0.0,0.0,,46.0,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0
Cambodia,3713.0,5.0,6.0,37.0,10.0,1144.0,55.0,47.0,0.0,0.0,105.0,93.0,0.0,9.0,6.0,50.0,28.0,15.0,20.0,42.0,17.0,30.0,45.0,428.0,25.0,189.0,,16.0,0.0,4.0,22.0,12.0,26.0,4.0,46.0,64.0,,76.0,6.0,58.0,205.0,0.0,76.0,32.0,5.0,20.0,242.0,0.0,,28.0,0.0,89.0,248.0,7.0,13.0,3.0
Cameroon,3771.0,20.0,8.0,30.0,16.0,179.0,26.0,22.0,43.0,72.0,75.0,222.0,0.0,0.0,,116.0,11.0,7.0,27.0,15.0,6.0,3.0,1351.0,175.0,65.0,166.0,4.0,21.0,0.0,12.0,9.0,13.0,56.0,4.0,155.0,37.0,8.0,112.0,36.0,6.0,66.0,0.0,,14.0,0.0,8.0,326.0,0.0,,,,176.0,9.0,8.0,28.0,
Canada,15109.0,93.0,42.0,423.0,26.0,2259.0,293.0,189.0,32.0,22.0,1340.0,362.0,0.0,102.0,80.0,467.0,212.0,92.0,85.0,82.0,69.0,93.0,254.0,530.0,752.0,213.0,24.0,106.0,62.0,42.0,154.0,123.0,531.0,54.0,1326.0,361.0,46.0,321.0,74.0,210.0,385.0,5.0,43.0,117.0,31.0,157.0,1181.0,0.0,11.0,137.0,56.0,366.0,885.0,28.0,128.0,33.0
Cape Verde,1916.0,0.0,0.0,0.0,0.0,,0.0,30.0,0.0,0.0,44.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,5.0,1485.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cayman Islands,37.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,17.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Central African Republic,88.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,5.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0
Chad,96.0,,0.0,,0.0,,,,0.0,,3.0,0.0,0.0,0.0,0.0,,19.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,,0.0,,0.0,3.0,7.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,,0.0,,4.0,0.0,0.0,0.0
Chile,2017.0,5.0,0.0,26.0,,252.0,15.0,39.0,6.0,13.0,590.0,65.0,0.0,8.0,3.0,32.0,14.0,9.0,12.0,17.0,7.0,0.0,59.0,45.0,13.0,16.0,,7.0,,7.0,12.0,3.0,108.0,7.0,200.0,29.0,,9.0,6.0,18.0,37.0,21.0,3.0,5.0,0.0,9.0,85.0,0.0,,77.0,,60.0,44.0,0.0,13.0,4.0
"China, People's Republic",80271.0,300.0,90.0,627.0,163.0,21925.0,637.0,782.0,138.0,84.0,1690.0,1170.0,141.0,795.0,149.0,2313.0,649.0,199.0,259.0,260.0,240.0,84.0,1626.0,2771.0,1047.0,586.0,121.0,578.0,45.0,112.0,743.0,159.0,2631.0,130.0,23981.0,789.0,56.0,1038.0,242.0,734.0,2124.0,78.0,115.0,276.0,41.0,499.0,3131.0,0.0,35.0,238.0,43.0,1345.0,1758.0,73.0,398.0,33.0
Colombia,30213.0,87.0,22.0,152.0,33.0,1442.0,128.0,494.0,40.0,32.0,13481.0,1072.0,,14.0,29.0,483.0,98.0,22.0,60.0,74.0,86.0,8.0,413.0,760.0,102.0,100.0,26.0,82.0,15.0,46.0,119.0,62.0,2752.0,30.0,3546.0,573.0,4.0,160.0,44.0,33.0,407.0,205.0,198.0,247.0,6.0,123.0,1423.0,,,131.0,,503.0,121.0,7.0,109.0,3.0
Comoros,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Congo, Democratic Republic",1261.0,4.0,,23.0,0.0,80.0,55.0,37.0,,,14.0,61.0,0.0,0.0,,59.0,12.0,26.0,0.0,20.0,3.0,23.0,108.0,57.0,24.0,17.0,,7.0,0.0,,0.0,26.0,7.0,,76.0,147.0,0.0,20.0,0.0,10.0,24.0,0.0,4.0,0.0,3.0,9.0,183.0,,0.0,17.0,8.0,65.0,15.0,0.0,6.0,0.0
"Congo, Republic",950.0,4.0,0.0,21.0,0.0,39.0,15.0,7.0,,,21.0,62.0,0.0,0.0,3.0,47.0,6.0,,,24.0,,8.0,63.0,38.0,17.0,15.0,,10.0,0.0,4.0,4.0,6.0,12.0,0.0,65.0,118.0,0.0,16.0,3.0,9.0,21.0,0.0,0.0,0.0,6.0,24.0,175.0,0.0,0.0,5.0,6.0,38.0,21.0,0.0,7.0,0.0
Costa Rica,2090.0,6.0,,21.0,5.0,186.0,15.0,30.0,,,486.0,61.0,0.0,0.0,5.0,36.0,11.0,5.0,9.0,5.0,15.0,5.0,43.0,21.0,11.0,17.0,4.0,5.0,,11.0,13.0,8.0,412.0,11.0,167.0,82.0,0.0,17.0,6.0,7.0,65.0,11.0,3.0,37.0,0.0,18.0,114.0,,0.0,14.0,0.0,42.0,20.0,0.0,22.0,
Cote d'Ivoire,1645.0,3.0,,38.0,0.0,72.0,26.0,13.0,8.0,12.0,25.0,85.0,0.0,,0.0,37.0,18.0,4.0,,9.0,3.0,,186.0,45.0,29.0,50.0,0.0,9.0,0.0,9.0,5.0,3.0,90.0,0.0,454.0,34.0,4.0,41.0,3.0,7.0,63.0,0.0,16.0,4.0,3.0,22.0,98.0,0.0,0.0,9.0,6.0,54.0,25.0,,15.0,0.0
Croatia,455.0,,0.0,7.0,,47.0,7.0,,,,27.0,10.0,0.0,0.0,,39.0,17.0,8.0,4.0,,3.0,,11.0,21.0,17.0,,0.0,6.0,3.0,4.0,5.0,4.0,23.0,,62.0,8.0,0.0,14.0,0.0,3.0,9.0,,,5.0,,3.0,35.0,0.0,0.0,,,6.0,5.0,,18.0,0.0
Cuba,49500.0,33.0,7.0,435.0,8.0,576.0,36.0,72.0,8.0,5.0,40946.0,351.0,0.0,3.0,4.0,171.0,30.0,7.0,9.0,909.0,144.0,5.0,47.0,62.0,237.0,24.0,16.0,70.0,0.0,23.0,952.0,3.0,1004.0,155.0,602.0,184.0,,36.0,10.0,202.0,223.0,182.0,6.0,34.0,5.0,158.0,1120.0,0.0,0.0,50.0,,269.0,49.0,0.0,14.0,
Cyprus,141.0,0.0,0.0,5.0,0.0,17.0,3.0,,0.0,0.0,13.0,,0.0,0.0,,5.0,,0.0,,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,,0.0,,,0.0,9.0,,36.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,3.0,7.0,0.0,0.0,,0.0,10.0,3.0,0.0,0.0,0.0
Czech Republic,227.0,,,,,45.0,5.0,7.0,,5.0,25.0,4.0,0.0,,,15.0,,,,,0.0,,3.0,3.0,,,0.0,3.0,0.0,,,0.0,6.0,0.0,29.0,0.0,0.0,8.0,0.0,,9.0,0.0,0.0,0.0,,,8.0,0.0,0.0,4.0,0.0,7.0,17.0,0.0,,0.0
"Czechoslovakia, former",862.0,12.0,4.0,13.0,4.0,100.0,20.0,16.0,3.0,,158.0,43.0,0.0,,,65.0,6.0,,5.0,5.0,3.0,4.0,23.0,24.0,16.0,6.0,4.0,11.0,,,6.0,5.0,39.0,0.0,78.0,13.0,0.0,17.0,7.0,4.0,14.0,0.0,3.0,12.0,0.0,14.0,26.0,0.0,,6.0,3.0,28.0,22.0,0.0,6.0,
Denmark,498.0,0.0,,,,110.0,9.0,10.0,0.0,,39.0,18.0,0.0,3.0,,14.0,6.0,,,,4.0,,12.0,21.0,4.0,3.0,,4.0,3.0,,,,19.0,0.0,48.0,14.0,0.0,6.0,,11.0,18.0,0.0,0.0,,,8.0,40.0,0.0,0.0,,0.0,11.0,37.0,0.0,0.0,
Djibouti,39.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0
Dominica,454.0,,,,0.0,11.0,,4.0,0.0,,58.0,17.0,0.0,0.0,0.0,3.0,,0.0,0.0,3.0,,0.0,9.0,6.0,3.0,0.0,0.0,,0.0,,0.0,0.0,25.0,,138.0,5.0,0.0,,,,5.0,,0.0,0.0,0.0,0.0,16.0,,118.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0
